"";"Review Date";"Review Rating";"Review Title";"Review Body";"Restourant Name"
"878";2018-05-31;20;"Tourists visiting KL for first time..";"First restaurant we chose to visit in KL. No problems with the food we enjoyed the whole meal. However the elder gentlemen who took our card payment at the end was so rude it ruined the experience completely... Gave us the filthiest look and would...More";"Bijan"
"879";2018-05-31;50;"OMG how good!";"Visiting the place was a hightlight of my brother's and my KL trip. Spice or More-Spicy dishes that teased tears out of our european eyes but we could not stop. Delicious, fresh, diverse, beautiful food. A must in KL if you are an Indian food...More";"Bijan"
"880";2018-05-27;40;"Nice food";"We have gone to this restaurant as it has been recommended to us. Sitting is upstairs in two rooms. One was fully occupied but other one empty. Our dinner order was mutton bone soup, it was ok. Chettinated mutton chicks was nice. Betel leaf chicken...More";"Bijan"
"881";2018-05-09;50;"The yummiest yummy Indian food I’ve had";"After walking the street to find the place, I was really hesitant at street level to go in. However, the menu and the service, the presentation AND THE FOOD convinced me otherwise. There were dishes that were not spicy, and there were specialty dishes that...More";"Bijan"
"882";2018-04-30;10;"Bad service, poor food, what's all the hype about this place?";"Before anyone gets in a frenzy about a one star rating, I want to just remind people that this is just my opinion and that's what TA is about. I'll be detailed so as to make this useful. Firstly, the service. If you read through...More";"Bijan"
"883";2018-04-27;50;"Best Damn Indian Meal...";"Ive been to a number of indian restaurants and also had the luxuary of having home cooked indian meals over the years...this place takes the cake!! Quantity : 10/10 Taste: 10/10 Price: 9.5/10 Venue: 9/10 (has air con which is fantastic) My wife and I...More";"Bijan"
"884";2018-04-26;40;"Great little find!";"We found this place whilst exploring the Indian/Chinatown side of KL. The choice was plentiful and the food was really good, quite spicy though so beware if you prefer milder dishes! It didn’t look particularly inviting or open as its on the first floor so...More";"Bijan"
"885";2018-04-16;40;"Good food";"This restaurant served authentic Indian cuisine with reasonable price. You won't be disappointed to pay a visit here!";"Bijan"
"886";2018-04-14;40;"Overall good food even though there were some misses";"This restaurant proclaims that it serves authentic Chettinad cuisine which is known to originate in the southern part of India. The unpretentious entrance on the ground floor leads you up the staircase to a neat and smartly decorated restaurant upstairs with nicely cold air-conditioning. The...More";"Bijan"
"887";2018-04-05;50;"Delicious dinner!";"Wonderful, authentic Indian meal with great service, all for a reasonable price. Two of us shared a few dishes and we were happy with all the great flavours. When ordering we stuck to the ""speciality"" dishes that were recommended on the menu and we were...More";"Bijan"
"888";2018-04-01;50;"Good food, Good Service,Reasonable price.";"Variations of typically Indian food, but has some Malaysian specials too. The food is yummy, also they cater to different spice levels, very friendly staff. The price is very reasonable. Nice ambiance. Rater A grade so very clean. Ate there 3 times and loved every...More";"Bijan"
"889";2018-03-31;50;"Fantastic";"What a great find this place is. If venturing here and using good maps don't worry if the place looks shut as you probably walked to back door instead of front ( although front is not that obvious either). Service was average but perfectly sufficient...More";"Bijan"
"890";2018-03-26;30;"Nothing Great";"The restaurant serves Indian food, may one of the best available in KL but no where near the authentic India food. The food is costly. the ambience is good, staff are friendly. there are other options available on the same road.";"Bijan"
"891";2018-03-19;40;"Good place";"This place is good but not pleasing enough , i liked the food but ambiance was not that good and food was good only";"Bijan"
"892";2018-03-13;50;"Probably the best indian food I’ve had!";"Two words, amazing food! I enjoyed every bite! If you come to Kuala Lumpur you just have to eat here!";"Bijan"
"893";2018-03-11;50;"Excellent Chettinad (south indian ) food";"The food served here especially non - vegetarian food is very authentic Chettinad style delicious and fairly priced food Atmosphere & Cleanliness are ok Interior also ok type Prices are most reasonable and pocket friendly Service level only average";"Bijan"
"894";2018-03-03;50;"Authenticity maintained at its best";"Been to various Indian restaurants in KL and returned only with BIG disappointment. But this time in Betel leaf it was a pleasant surprise right from ingredients, food texture, aroma everything was as unique as any authentic chettinad restaurants in Tamilnadu. Hope they follow the...More";"Bijan"
"895";2018-02-28;50;"Delicious Indian Fare";"Great food, good service, reasonable price and strategic location. All the makings of a fabulous restaurant. The usual Indian fare can be found here. You will not waste a single morsel of food or a drop of water because you will be craving for more....More";"Bijan"
"896";2018-02-25;20;"Nothing special";"This is the first time I am trying Betel Leaf. I ordered food through Uber Eats.I could not find anything special about the food.Just below average and the price is not cheap. I ordered two South Indian vegetarian meals, One chicken 65, One Betel leaf...More";"Bijan"
"897";2018-02-23;50;"Great indian food";"The food here is excellent, some of the best indian food we had in Southeast Asia. We tried the butter chicken, rabbit nasal (very spicy!!), and some different naan. Everything was great. Make sure to try their mango lassi too - delicious!";"Bijan"
"898";2018-02-18;40;"Satisfied";"It was my cousins birthday and i decided to treat her at a good Indian restaurant with my family. I’ve always been a fan of betel leaf restaurant because of their scrumptious biryanis and thali meals, again me n my family enjoyed the lunch with...More";"Bijan"
"899";2018-02-05;30;"Rude staff - good food.";"The food is VERY VERY good - but the staff are so meh - just not interested in being pleasant that I wont go back. Asked a question about 2 dishes and was just told - if you dont like spicy food order the butter...More";"Bijan"
"900";2018-02-05;50;"Perfect for Chettinad Cuisine!";"Don't be fooled by the area or the ambience of this restaurant, the food is simply great. I had the best Chettinad means in ages at this place. I would recommend maybe not ordering the desserts, but otherwise, this is a must do!";"Bijan"
"901";2018-02-04;40;"Solid banana leaf lunch";"Genuine chettinad banana leaf and thalis. A bit difficult to get to and get parking and usually crowded but worth it. Reasonable prices and fast service.";"Bijan"
"902";2018-02-03;50;"Epic Indian food";"One of the best places I have eaten Indian food at. The rabbit chukka is something worth ordering if you want to try something different! Carrot halwa gets a 10/10 as well!";"Bijan"
"903";2018-01-17;50;"Amazing cauliflower dish - best I've had";"really by far the best Indian dish I hate on my travels. The Cauliflower dish was unbelievable. I made everyone else try it and they all agreed! Good value meals. Nice service too - they showed me the recipe";"Bijan"
"904";2018-01-11;50;"dinner at Betel leaf";"To be honest, I have been visiting this place for the past 8 years. The food over here is super delicious and they sell the most mouth-watering cuisine. It's worthy to have any meals over here.";"Bijan"
"905";2018-01-10;40;"Good for veggies";"I'm not a vegetarian, but of the extensive Betel Leaf menu picked the South Indian vegetarian thali for my dinner there. It came very swiftly and was a sizeable selection of dishes, most of which I couldn't actually identify but they were all tasty. Poppadom...More";"Bijan"
"906";2018-01-05;50;"Delicious, good service, reasonably priced";"Excellent variety and quality. Delicious mango lassi. Food is good quality. We've been there multiple times and tried different dishes and everytime we were very satisfied. Also a very nice design.";"Bijan"
"907";2018-01-02;40;"Hot food to fend off the chill";"We were staying very close to this restaurant & thought we'd give it a whirl. We're reasonably familiar with Indian food having visited the country four times for extended periods. We were pleasantly surprised that the food was flavourful, had just the right amount of...More";"Bijan"
